,member_id,transaction_count,interval_avg,elapsed_days,amount_total,amount_transaction_avg,class_total,week_count,weekMorning_count,weekEvening_count,weekNorm_count,weekend_count,weekMorning_amount,weekEvening_amount,weekNorm_amount,weekend_amunt,attrition
36,9959.0,2.0,4.5,1.0,628.04,314.02,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,628.04,0.0
37,655.0,10.0,3.1,1.0,1090.7400000000002,109.07400000000003,35.0,5.0,0.0,7.0,1.0,2.0,0.0,743.1200000000001,146.0,201.62,0.0
38,6632.0,2.0,1.5,1.0,606.1499999999999,303.07499999999993,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,60.9,545.25,1.0
39,5794.0,1.0,1.0,1.0,542.53,542.53,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,542.53,1.0
40,2020.0,1.0,1.0,1.0,41.900000000000006,41.900000000000006,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.900000000000006,0.0
41,5070.0,2.0,4.0,1.0,170.92000000000002,85.46000000000001,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,170.92000000000002,0.0
42,7091.0,7.0,3.857142857142857,1.0,753.58,107.65428571428572,29.0,4.0,0.0,1.0,2.0,4.0,0.0,193.23,126.35999999999999,433.99,0.0
43,9422.0,3.0,1.0,1.0,249.0,83.0,10.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,73.1,175.9,0.0
44,7460.0,1.0,1.0,1.0,371.37999999999994,371.37999999999994,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,371.37999999999994,1.0
45,2961.0,8.0,3.375,1.0,832.58,104.0725,22.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,598.1899999999999,234.39,0.0
46,495.0,3.0,10.333333333333334,1.0,284.61,94.87,15.0,2.0,0.0,1.0,0.0,2.0,0.0,57.93,0.0,226.68,0.0
47,1805.0,4.0,7.75,1.0,626.03,156.5075,19.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,59.949999999999996,566.08,0.0
48,2635.0,2.0,10.0,1.0,139.04,69.52,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,44.349999999999994,94.69,0.0
49,9743.0,3.0,0.3333333333333333,1.0,204.69,68.23,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,204.69,1.0
50,6110.0,3.0,5.333333333333333,1.0,103.94000000000001,34.64666666666667,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,103.94000000000001,0.0
51,9557.0,1.0,1.0,1.0,113.19,113.19,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.19,0.0
52,4556.0,7.0,3.0,1.0,993.2299999999999,141.89,37.0,3.0,0.0,1.0,4.0,2.0,0.0,196.17000000000002,512.35,284.71000000000004,1.0
53,3055.0,2.0,4.5,1.0,228.4,114.2,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,228.4,0.0
54,8653.0,2.0,2.0,1.0,345.13,172.565,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,260.13,0.0
55,492.0,2.0,2.0,1.0,259.12,129.56,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,130.75,128.37,0.0
56,7806.0,4.0,6.75,1.0,668.9,167.225,29.0,3.0,0.0,2.0,0.0,2.0,0.0,282.32,0.0,386.5799999999999,0.0
57,3614.0,2.0,8.5,1.0,487.62,243.81,23.0,2.0,0.0,1.0,0.0,1.0,0.0,115.33,0.0,372.29,0.0
58,8337.0,7.0,1.1428571428571428,1.0,2009.7800000000002,287.1114285714286,19.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2009.7800000000002,1.0
59,6323.0,2.0,7.5,1.0,546.15,273.075,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,546.15,0.0
60,6128.0,2.0,3.5,1.0,597.3299999999999,298.66499999999996,22.0,2.0,0.0,1.0,0.0,1.0,0.0,78.6,0.0,518.73,0.0
61,3718.0,4.0,4.5,1.0,287.15,71.7875,14.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,12.2,274.95,1.0
62,3067.0,2.0,11.5,1.0,479.09999999999997,239.54999999999998,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,479.09999999999997,1.0
63,7659.0,2.0,11.0,1.0,140.10000000000002,70.05000000000001,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,140.10000000000002,1.0
64,4893.0,1.0,1.0,1.0,241.86,241.86,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,241.86,0.0
65,1065.0,6.0,5.166666666666667,1.0,326.93,54.48833333333334,12.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,96.94999999999999,229.98000000000002,0.0
66,7667.0,2.0,7.5,1.0,232.70000000000002,116.35000000000001,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,232.70000000000002,1.0
67,4342.0,1.0,1.0,1.0,189.29999999999998,189.29999999999998,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.29999999999998,1.0
68,6634.0,9.0,3.111111111111111,1.0,421.19999999999993,46.79999999999999,22.0,4.0,4.0,0.0,3.0,2.0,98.80000000000001,0.0,125.91,196.49,0.0
69,9263.0,2.0,7.0,1.0,176.8,88.4,9.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,68.70000000000002,108.10000000000001,0.0
70,7623.0,9.0,0.6666666666666666,1.0,948.3999999999999,105.37777777777777,27.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,879.1000000000001,69.30000000000001,1.0
71,7690.0,2.0,4.5,1.0,212.1,106.05,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,212.1,1.0
72,1293.0,8.0,3.875,1.0,785.2499999999999,98.15624999999999,36.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,511.78,273.46999999999997,0.0
73,1692.0,3.0,9.666666666666666,1.0,125.31,41.77,14.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,59.75999999999999,65.55,0.0
74,8696.0,5.0,5.8,1.0,348.51,69.702,24.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,348.51,0.0
75,564.0,3.0,6.0,1.0,365.13,121.71,22.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,67.60000000000001,297.53,0.0
76,5605.0,3.0,7.0,1.0,471.81,157.27,16.0,3.0,0.0,2.0,0.0,1.0,0.0,356.92999999999995,0.0,114.88,0.0
77,5109.0,1.0,1.0,1.0,187.64,187.64,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.64,0.0
78,3064.0,31.0,0.9354838709677419,1.0,5329.540000000001,171.92064516129034,77.0,5.0,4.0,2.0,11.0,14.0,273.81,205.4,1096.3700000000001,3753.96,0.0
79,1998.0,8.0,3.5,1.0,516.72,64.59,31.0,5.0,0.0,2.0,1.0,5.0,0.0,102.67000000000002,64.1,349.95,0.0
80,5838.0,4.0,6.0,1.0,326.40000000000003,81.60000000000001,11.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,163.4,163.0,0.0
81,7420.0,4.0,7.25,1.0,317.43000000000006,79.35750000000002,26.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,88.9,228.53000000000003,0.0
82,2504.0,1.0,1.0,1.0,247.9,247.9,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,247.9,0.0
83,9260.0,4.0,6.0,1.0,416.44999999999993,104.11249999999998,16.0,3.0,0.0,1.0,1.0,2.0,0.0,83.65,48.699999999999996,284.09999999999997,0.0
84,2589.0,23.0,1.2608695652173914,1.0,672.0500000000001,29.219565217391306,25.0,5.0,11.0,0.0,4.0,8.0,275.64,0.0,227.2,169.20999999999998,0.0
85,5949.0,1.0,1.0,1.0,92.91,92.91,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.91,1.0
86,1542.0,2.0,14.5,1.0,164.59,82.295,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,164.59,0.0
87,2676.0,5.0,4.8,1.0,326.16,65.232,17.0,2.0,0.0,1.0,1.0,3.0,0.0,20.0,191.49,114.67,0.0
88,724.0,1.0,1.0,1.0,138.9,138.9,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138.9,1.0
89,1566.0,2.0,14.5,1.0,333.32000000000005,166.66000000000003,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,333.32000000000005,0.0
90,433.0,1.0,1.0,1.0,254.20000000000002,254.20000000000002,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.20000000000002,1.0
91,550.0,2.0,11.0,1.0,476.92999999999995,238.46499999999997,12.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,476.92999999999995,0.0
92,4140.0,3.0,7.333333333333333,1.0,762.61,254.20333333333335,28.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,275.1,487.51,0.0
93,9495.0,26.0,1.1923076923076923,1.0,1713.3899999999999,65.89961538461537,45.0,5.0,0.0,14.0,3.0,9.0,0.0,688.8,473.34000000000003,551.2499999999999,0.0
94,1210.0,7.0,4.285714285714286,1.0,352.8,50.4,14.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,200.55,152.25,0.0
95,3539.0,3.0,9.666666666666666,1.0,145.62,48.54,14.0,3.0,0.0,1.0,0.0,2.0,0.0,71.14999999999999,0.0,74.47,0.0
96,6821.0,9.0,2.888888888888889,1.0,1005.2299999999999,111.69222222222221,50.0,4.0,0.0,4.0,2.0,3.0,0.0,323.2499999999999,318.1,363.88,0.0
97,1056.0,3.0,1.6666666666666667,1.0,61.11,20.37,7.0,1.0,1.0,0.0,1.0,1.0,32.24,0.0,7.089999999999999,21.78,0.0
98,6184.0,17.0,1.7647058823529411,1.0,902.1699999999998,53.06882352941176,26.0,5.0,0.0,5.0,2.0,10.0,0.0,245.75000000000003,29.200000000000003,627.2199999999999,0.0
99,6642.0,7.0,2.142857142857143,1.0,896.76,128.10857142857142,26.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,896.76,1.0
100,4336.0,1.0,1.0,1.0,114.85000000000001,114.85000000000001,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,114.85000000000001,0.0
101,2089.0,1.0,1.0,1.0,152.5,152.5,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,152.5,1.0
102,228.0,2.0,6.0,1.0,44.980000000000004,22.490000000000002,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,19.8,25.18,0.0
103,5278.0,8.0,1.5,1.0,2666.19,333.27375,28.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1464.5,1201.69,0.0
104,4566.0,4.0,5.0,1.0,210.14,52.535,11.0,3.0,0.0,2.0,0.0,2.0,0.0,114.52,0.0,95.62,0.0
105,8328.0,5.0,2.8,1.0,377.84000000000003,75.56800000000001,7.0,3.0,0.0,2.0,0.0,3.0,0.0,317.40999999999997,0.0,60.43,0.0
106,5738.0,1.0,1.0,1.0,78.69999999999999,78.69999999999999,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.69999999999999,0.0
107,1469.0,6.0,5.166666666666667,1.0,545.9199999999998,90.98666666666664,22.0,5.0,0.0,1.0,3.0,2.0,0.0,72.11,243.58000000000004,230.23000000000002,0.0
108,7993.0,5.0,4.8,1.0,503.5400000000001,100.70800000000001,23.0,3.0,0.0,3.0,1.0,1.0,0.0,218.0,138.2,147.34,0.0
109,7692.0,1.0,1.0,1.0,109.51,109.51,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.51,0.0
110,27.0,10.0,2.4,1.0,928.6,92.86,35.0,4.0,0.0,2.0,6.0,2.0,0.0,245.60000000000002,586.5,96.49999999999999,0.0
111,9693.0,7.0,4.142857142857143,1.0,679.3800000000001,97.05428571428573,24.0,3.0,0.0,1.0,0.0,6.0,0.0,73.1,0.0,606.2800000000001,1.0
112,8530.0,3.0,10.333333333333334,1.0,535.1799999999998,178.3933333333333,24.0,3.0,0.0,2.0,0.0,1.0,0.0,416.98,0.0,118.19999999999999,0.0
113,9659.0,4.0,3.25,1.0,1343.94,335.985,30.0,2.0,1.0,0.0,1.0,2.0,370.0,0.0,258.8,715.14,0.0
114,7697.0,6.0,5.166666666666667,1.0,1167.3600000000001,194.56000000000003,41.0,4.0,1.0,1.0,3.0,1.0,93.0,514.14,341.82,218.39999999999998,0.0
115,4691.0,5.0,4.6,1.0,695.65,139.13,29.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,695.65,0.0
116,5755.0,5.0,4.4,1.0,532.0799999999999,106.41599999999998,24.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,56.760000000000005,475.32000000000005,0.0
117,7247.0,5.0,5.8,1.0,233.63,46.726,26.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,41.849999999999994,191.78000000000003,0.0
118,5397.0,2.0,14.0,1.0,266.0,133.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,158.6,107.4,0.0
119,7509.0,6.0,4.833333333333333,1.0,607.63,101.27166666666666,19.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,121.25,486.38,0.0
120,8840.0,4.0,2.5,1.0,563.9,140.975,27.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,205.92,357.98,0.0
121,4911.0,4.0,5.0,1.0,721.18,180.295,15.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,637.28,83.9,0.0
122,2383.0,4.0,5.25,1.0,234.32999999999998,58.582499999999996,16.0,3.0,0.0,2.0,1.0,1.0,0.0,137.30999999999997,22.18,74.84,0.0
123,3202.0,10.0,2.8,1.0,897.1,89.71000000000001,20.0,4.0,0.0,7.0,2.0,1.0,0.0,418.1,448.5,30.5,0.0
124,8510.0,2.0,11.5,1.0,159.0,79.5,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,159.0,0.0
125,7832.0,7.0,4.285714285714286,1.0,350.09,50.012857142857136,26.0,4.0,1.0,0.0,0.0,6.0,12.41,0.0,0.0,337.68,0.0
126,5466.0,1.0,1.0,1.0,528.4,528.4,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,528.4,1.0
127,1437.0,1.0,1.0,1.0,215.79999999999998,215.79999999999998,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.79999999999998,0.0
128,2769.0,1.0,1.0,1.0,145.29,145.29,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,145.29,0.0
129,1434.0,1.0,1.0,1.0,189.37,189.37,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.37,0.0
130,9213.0,2.0,12.5,1.0,203.88,101.94,7.0,2.0,0.0,1.0,0.0,1.0,0.0,162.8,0.0,41.08,0.0
131,7643.0,15.0,1.9333333333333333,1.0,4267.87,284.52466666666663,24.0,5.0,0.0,6.0,2.0,7.0,0.0,1201.73,1287.7,1778.4399999999996,0.0
132,2526.0,3.0,7.0,1.0,662.2099999999999,220.73666666666665,12.0,2.0,0.0,1.0,0.0,2.0,0.0,122.91,0.0,539.3,0.0
133,9404.0,1.0,1.0,1.0,200.39999999999998,200.39999999999998,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.39999999999998,1.0
134,4270.0,6.0,4.833333333333333,1.0,618.04,103.00666666666666,28.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,618.04,0.0
135,9436.0,3.0,3.3333333333333335,1.0,91.25,30.416666666666668,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,60.55,30.700000000000003,0.0
136,3406.0,6.0,4.833333333333333,1.0,982.5400000000001,163.7566666666667,34.0,5.0,0.0,2.0,1.0,3.0,0.0,97.55,37.230000000000004,847.76,1.0
137,4874.0,6.0,4.166666666666667,1.0,352.0399999999999,58.67333333333332,10.0,3.0,0.0,4.0,0.0,2.0,0.0,237.14,0.0,114.9,0.0
138,5523.0,3.0,7.333333333333333,1.0,614.11,204.70333333333335,19.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,614.11,0.0
139,9210.0,3.0,10.0,1.0,183.88,61.29333333333333,16.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,183.88,0.0
140,5647.0,1.0,1.0,1.0,183.13000000000002,183.13000000000002,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.13000000000002,1.0
141,9711.0,5.0,6.0,1.0,699.54,139.908,22.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,699.54,0.0
142,6400.0,1.0,1.0,1.0,168.79,168.79,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,168.79,1.0
143,120.0,5.0,6.0,1.0,493.91999999999996,98.78399999999999,21.0,4.0,0.0,2.0,0.0,3.0,0.0,138.5,0.0,355.41999999999996,0.0
144,5735.0,2.0,13.5,1.0,398.28999999999996,199.14499999999998,12.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,135.84,262.45,1.0
145,8165.0,2.0,7.5,1.0,240.3,120.15,13.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,240.3,0.0
146,5669.0,7.0,3.2857142857142856,1.0,781.15,111.59285714285714,27.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,781.15,0.0
147,991.0,3.0,10.0,1.0,1023.75,341.25,37.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,315.4,708.3499999999999,0.0
148,3323.0,1.0,1.0,1.0,85.46000000000001,85.46000000000001,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.46000000000001,1.0
149,9977.0,2.0,5.0,1.0,378.28,189.14,16.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,213.46,164.82,0.0
150,4549.0,5.0,4.0,1.0,134.2,26.839999999999996,12.0,3.0,1.0,1.0,1.0,2.0,17.7,5.9,7.9,102.69999999999999,0.0
151,1030.0,3.0,9.666666666666666,1.0,218.5,72.83333333333333,14.0,3.0,0.0,1.0,0.0,2.0,0.0,50.9,0.0,167.6,0.0
152,1960.0,1.0,1.0,1.0,85.14,85.14,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.14,1.0
153,5154.0,16.0,1.875,1.0,4041.400000000001,252.58750000000006,47.0,5.0,1.0,1.0,8.0,6.0,1559.0,221.74,1852.43,408.22999999999996,0.0
154,9433.0,1.0,1.0,1.0,204.60000000000002,204.60000000000002,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,204.60000000000002,0.0
155,462.0,1.0,1.0,1.0,165.0,165.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0,1.0
156,6776.0,1.0,1.0,1.0,52.98,52.98,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.98,0.0
157,2268.0,4.0,3.5,1.0,970.8199999999999,242.70499999999998,11.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,899.2199999999999,71.6,1.0
158,9476.0,110.0,0.2727272727272727,1.0,8417.78,76.52527272727274,36.0,5.0,0.0,20.0,53.0,37.0,0.0,1129.66,5030.5,2257.62,0.0
159,2312.0,14.0,2.2142857142857144,1.0,1702.69,121.62071428571429,24.0,5.0,0.0,1.0,9.0,4.0,0.0,96.5,1277.3899999999999,328.8,0.0
160,3620.0,13.0,2.230769230769231,1.0,790.5600000000001,60.8123076923077,25.0,4.0,0.0,2.0,5.0,6.0,0.0,44.68,270.25,475.63,0.0
161,7117.0,1.0,1.0,1.0,130.91,130.91,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.91,1.0
162,9802.0,2.0,15.0,1.0,327.06,163.53,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,327.06,0.0
163,6270.0,2.0,14.5,1.0,254.04000000000002,127.02000000000001,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,254.04000000000002,0.0
164,3621.0,3.0,3.0,1.0,856.3999999999999,285.46666666666664,13.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,856.3999999999999,1.0
165,5420.0,2.0,4.5,1.0,220.66000000000003,110.33000000000001,15.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,220.66000000000003,0.0
166,779.0,1.0,1.0,1.0,160.16,160.16,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,160.16,1.0
167,5607.0,21.0,1.380952380952381,1.0,1595.46,75.97428571428571,47.0,5.0,0.0,6.0,8.0,7.0,0.0,167.76,796.62,631.08,0.0
168,102.0,6.0,4.333333333333333,1.0,704.68,117.44666666666666,19.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,556.8799999999999,147.8,0.0
169,9904.0,6.0,4.833333333333333,1.0,1357.46,226.24333333333334,15.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1357.46,0.0
170,8737.0,5.0,5.6,1.0,3427.8,685.5600000000001,10.0,2.0,0.0,1.0,3.0,1.0,0.0,3180.0,128.9,118.9,0.0
171,5012.0,3.0,3.3333333333333335,1.0,419.00999999999993,139.67,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,331.68999999999994,87.32000000000001,0.0
172,8175.0,2.0,0.5,1.0,132.26,66.13,12.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,132.26,0.0
173,8398.0,2.0,10.5,1.0,300.4,150.2,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,163.8,136.6,1.0
